Type,Subtype,Country,Sugar_Content,Price,Sweetness
Cake,Cake,IRELAND,16,23,NA
Cake,Cake,SOUTH AFRICA,17,27,NA
Cake,Cake,UNITED STATES OF AMERICA,30,25,NA
Cake,Cake,UNITED KINGDOM,40,95,NA
Cake,Cake,CANADA,45,60,NA
Cake,Cake,CANADA,40,8,NA
Cake,Cake,UNITED STATES OF AMERICA,40,32,NA
Cake,Cake,CANADA,40,60,NA
Cake,Cake,UNITED STATES OF AMERICA,45,49,NA
Cake,Cake,POLAND,40,26,NA
Cake,Cake,PUERTO RICO,40,34,NA
Cake,Cake,CANADA,40,21,NA
Cake,Cake,GUYANA,40,27,NA
Cake,Cake,ITALY,40,40,NA
Cake,Cake,UNITED STATES OF AMERICA,43,28,NA
Cake,Cake,JAPAN,51,63,NA
Cake,Cake,CANADA,40,56,NA
Cake,Cake,IRELAND,17,4,NA
Cake,Cake,NETHERLANDS,40,30,NA
Cake,Cake,UNITED KINGDOM,40,156,NA
Cake,Cake,UNITED KINGDOM,40,55,NA
Cake,Cake,KOREA - SOUTH,20,9,NA
Cake,Cake,CANADA,40,12,NA
Cake,Cake,CANADA,40,12,NA
Cake,Cake,UNITED KINGDOM,40,76,NA
Cake,Cake,CZECH REPUBLIC,70,52,NA
Cake,Cake,IRELAND,40,38,NA
Cake,Cake,FRANCE,35,50,NA
Cake,Cake,CANADA,45,50,NA
Cake,Cake,UNITED STATES OF AMERICA,50,55,0
Cake,Cake,BARBADOS,40,70,2
Cake,Cake,MEXICO,40,85,NA
Cake,Cake,UNITED KINGDOM,40,71,NA
Cake,Cake,CHINA,53,20,NA
Cake,Cake,CANADA,40,24,NA
Cake,Cake,MEXICO,40,33,NA
Cake,Cake,UNITED KINGDOM,42,31,0
Cake,Cake,UNITED STATES OF AMERICA,45,34,NA
Cake,Cake,UNITED STATES OF AMERICA,46,16,NA
Cake,Cake,UNITED KINGDOM,41,30,0
Cake,Cake,CANADA,40,24,NA
Cake,Cake,CANADA,40,55,NA
Cake,Cake,CANADA,40,36,NA
Cake,Cake,UNITED STATES OF AMERICA,45,55,NA
Cake,Cake,FRANCE,40,194,NA
Cake,Cake,CANADA,30,25,NA
Cake,Cake,CANADA,40,41,NA
Cake,Cake,CANADA,40,16,NA
Cake,Cake,UNITED KINGDOM,40,80,NA
Cake,Cake,MEXICO,40,8,NA
Cake,Cake,FRANCE,16,27,NA
Cake,Cake,FRANCE,40,25000,NA
Cake,Cake,TRINIDAD AND TOBAGO,47,33,0
Cake,Cake,MEXICO,35,36,NA
Cake,Cake,MEXICO,40,40,NA
Cake,Cake,UNITED KINGDOM,51,8000,NA
Cake,Cake,GUYANA,40,60,NA
Cake,Cake,GUYANA,40,35,NA
Cake,Cake,LATVIA,40,39,NA
Cake,Cake,MEXICO,40,65,NA
Cake,Cake,FRANCE,43,230,NA
Cake,Cake,CANADA,35,13,NA
Cake,Cake,MEXICO,40,350,NA
Cake,Cake,UNITED KINGDOM,46,130,NA
Cake,Cake,CANADA,17,28,NA
Cake,Cake,CANADA,17,20,NA
Cake,Cake,UNITED KINGDOM,43,125,NA
Cake,Cake,UNITED KINGDOM,46,100,NA
Cake,Cake,ITALY,42,88,NA
Cake,Cake,UNITED KINGDOM,40,35,NA
Cake,Cake,UNITED KINGDOM,48,120,NA
Cake,Cake,NETHERLANDS,40,90,NA
Cake,Cake,UNITED STATES OF AMERICA,40,12,NA
Cake,Cake,CANADA,40,44,NA
Cake,Cake,CANADA,13,17,NA
Cake,Cake,MEXICO,46,30,NA
Cake,Cake,UNITED KINGDOM,40,115,0
Cake,Cake,UNITED KINGDOM,47,3630,NA
Cake,Cake,UNITED STATES OF AMERICA,50,90,NA
Cake,Cake,CANADA,40,29,0
Cake,Cake,ITALY,40,395,NA
Cake,Cake,UNITED KINGDOM,51,3450,NA
Cake,Cake,UNITED KINGDOM,60,170,0
Cake,Cake,UNITED STATES OF AMERICA,54,150,NA
Cake,Cake,UNITED KINGDOM,54,140,NA
Cake,Cake,JAPAN,45,90,NA
Cake,Cake,UNITED KINGDOM,53,25000,0
Cake,Cake,UNITED KINGDOM,51,330,NA
Cake,Cake,UNITED KINGDOM,54,1080,NA
Cake,Cake,UNITED KINGDOM,46,130,NA
Cake,Cake,CANADA,40,55,NA
Cake,Cake,CANADA,43,70,NA
Cake,Cake,UNITED STATES OF AMERICA,30,26,NA
Cake,Cake,UNITED KINGDOM,47,280,NA
Cake,Cake,UNITED KINGDOM,47,100,NA
Cake,Cake,UNITED KINGDOM,46,160,NA
Cake,Cake,UNITED KINGDOM,51,100,NA
Cake,Cake,UNITED STATES OF AMERICA,48,190,NA
Cake,Cake,JAPAN,45,90,NA
Cake,Cake,UNITED KINGDOM,46,143,NA
Cake,Cake,CANADA,35,15,NA
Cake,Cake,FRANCE,40,212,NA
Cake,Cake,UNITED KINGDOM,40,300,NA
Cake,Cake,UNITED STATES OF AMERICA,20,16,2
Cake,Cake,UNITED STATES OF AMERICA,15,32,NA
Cake,Cake,ITALY,40,25,NA
Cake,Cake,UNITED STATES OF AMERICA,21,23,NA
Cake,Cake,ITALY,30,12,NA
Cake,Cake,SWEDEN,40,25,NA
Cake,Cake,CANADA,40,50,NA
Cake,Cake,MEXICO,40,33,NA
Cake,Cake,UNITED STATES OF AMERICA,40,17,NA
Cake,Cake,CANADA,40,36,NA
Cake,Cake,PUERTO RICO,76,35,NA
Cake,Cake,UNITED KINGDOM,43,75,0
Cake,Cake,CANADA,40,24,NA
Cake,Cake,UNITED KINGDOM,40,60,NA
Cake,Cake,FRANCE,40,24,NA
Cake,Cake,IRELAND,40,46,NA
Cake,Cake,UNITED KINGDOM,46,108,NA
Cake,Cake,FRANCE,35,35,0
Cake,Cake,CANADA,23,21,NA
Cake,Cake,FRANCE,40,44,NA
Cake,Cake,CANADA,40,38,NA
Cake,Cake,UNITED STATES OF AMERICA,35,32,NA
Cake,Cake,JAPAN,43,73,1
Cake,Cake,CANADA,40,55,NA
Cake,Cake,CANADA,40,62,NA
Cake,Cake,UNITED KINGDOM,56,390,NA
Cake,Cake,IRELAND,35,35,NA
Cake,Cake,IRELAND,40,37,0
Cake,Cake,ITALY,32,27,10
Cake,Cake,UNITED STATES OF AMERICA,10,15,3
Cake,Cake,UNITED KINGDOM,40,54,NA
Cake,Cake,ITALY,28,28,NA
Cake,Cake,CANADA,40,24,0
Cake,Cake,CANADA,40,31,NA
Cake,Cake,ITALY,25,27,NA
Cake,Cake,ITALY,40,29,NA
Cake,Cake,UNITED STATES OF AMERICA,40,38,NA
Cake,Cake,CANADA,40,36,NA
Cake,Cake,UNITED KINGDOM,40,26,NA
Cake,Cake,MEXICO,40,90,0
Cake,Cake,MEXICO,40,100,NA
Cake,Cake,ITALY,20,26,NA
Cake,Cake,GERMANY,35,10,NA
Cake,Cake,UNITED KINGDOM,40,75,NA
Cake,Cake,JAMAICA,40,38,NA
Cake,Cake,IRELAND,17,50,0
Cake,Cake,CANADA,43,33,NA
Cake,Cake,NICARAGUA,40,29,NA
Cake,Cake,SWEDEN,40,8,NA
Cake,Cake,UNITED KINGDOM,40,45,NA
Cake,Cake,MEXICO,40,143,NA
Cake,Cake,MEXICO,40,45,NA
Cake,Cake,NETHERLANDS,40,47,0
Cake,Cake,CANADA,40,35,NA
Cake,Cake,MEXICO,40,80,0
Cake,Cake,IRELAND,40,70,NA
Cake,Cake,MEXICO,40,9,NA
Cake,Cake,CANADA,40,24,NA
Cake,Cake,UNITED KINGDOM,40,24,NA
Cake,Cake,CANADA,40,55,NA
Cake,Cake,UNITED KINGDOM,43,175,0
Cake,Cake,UNITED KINGDOM,40,80,NA
Cake,Cake,UNITED KINGDOM,40,120,NA
Cake,Cake,CANADA,45,29,NA
Cake,Cake,CANADA,40,25,NA
Cake,Cake,CANADA,40,24,NA
Cake,Cake,UNITED KINGDOM,40,58,NA
Cake,Cake,CANADA,40,130,NA
Cake,Cake,UNITED STATES OF AMERICA,45,42,NA
Cake,Cake,FRANCE,18,30,NA
Cake,Cake,GERMANY,35,19,NA
Cake,Cake,IRELAND,17,35,NA
Cake,Cake,FRANCE,40,35,NA
Cake,Cake,CANADA,45,26,NA
Cake,Cake,CANADA,15,15,NA
Cake,Cake,UNITED KINGDOM,48,160,NA
Cake,Cake,CANADA,40,50,NA
Cake,Cake,IRELAND,17,17,NA
Cake,Cake,FRANCE,40,19,NA
Cake,Cake,UNITED KINGDOM,40,56,NA
Cake,Cake,UNITED KINGDOM,40,150,0
Cake,Cake,UNITED STATES OF AMERICA,35,14,NA
Cake,Cake,SWEDEN,40,26,NA
Cake,Cake,ITALY,40,150,0
Cake,Cake,CANADA,40,45,NA
Cake,Cake,CANADA,40,55,NA
Cake,Cake,UNITED KINGDOM,43,60,NA
Cake,Cake,FRANCE,20,50,NA
Cake,Cake,RUSSIA (USSR),40,14,0
Cake,Cake,UNITED STATES OF AMERICA,40,46,NA
Cake,Cake,UNITED KINGDOM,40,100,0
Cake,Cake,UNITED KINGDOM,40,64,0
Cake,Cake,UNITED KINGDOM,40,71,NA
Cake,Cake,UNITED KINGDOM,40,110,NA
Cake,Cake,FRANCE,40,60,NA
Cake,Cake,FRANCE,40,2999,NA
Cake,Cake,POLAND,40,36,NA
Cake,Cake,UNITED KINGDOM,40,47,NA
Cake,Cake,UNITED STATES OF AMERICA,50,49,0
Cake,Cake,UNITED STATES OF AMERICA,47,55,NA
Cake,Cake,UNITED STATES OF AMERICA,14,33,NA
Cake,Cake,SPAIN,40,120,NA
Cake,Cake,UNITED STATES OF AMERICA,44,75,NA
Cake,Cake,MEXICO,40,31,NA
Cake,Cake,CANADA,33,13,NA
Cake,Cake,CANADA,40,26,NA
Cake,Cake,IRELAND,17,29,NA
Cake,Cake,FRENCH POLYNESIA (TAHITI),40,45,NA
Cake,Cake,CANADA,15,20,NA
Cake,Cake,CANADA,15,20,0
Cake,Cake,FRANCE,42,135,0
Cake,Cake,UNITED KINGDOM,46,83,NA
Cake,Cake,UNITED STATES OF AMERICA,35,39,NA
Cake,Cake,NEW ZEALAND,15,22,NA
Cake,Cake,FRANCE,40,100,NA
Cake,Cake,GREECE,40,50,NA
Cake,Cake,UNITED KINGDOM,40,90,NA
Cake,Cake,CANADA,35,13,NA
Cake,Cake,UNITED STATES OF AMERICA,30,35,NA
Cake,Cake,UNITED STATES OF AMERICA,35,13,NA
Cake,Cake,CANADA,35,13,NA
Cake,Cake,UNITED KINGDOM,54,7500,NA
Cake,Cake,UNITED KINGDOM,40,52,NA
Cake,Cake,CANADA,40,175,NA
Cake,Cake,CANADA,43,26,NA
Cake,Cake,FRANCE,40,98,NA
Cake,Cake,UNITED STATES OF AMERICA,45,92,NA
Cake,Cake,UNITED KINGDOM,61,95,NA
Cake,Cake,FRANCE,40,1200,0
Cake,Cake,UNITED KINGDOM,43,600,NA
Cake,Cake,UNITED STATES OF AMERICA,30,25,4
Cake,Cake,UNITED STATES OF AMERICA,54,100,NA
Cake,Cake,UNITED STATES OF AMERICA,35,25,10
Cake,Cake,JAPAN,54,200,NA
Cake,Cake,MEXICO,20,30,1
Cake,Cake,UNITED KINGDOM,43,4000,NA
Cake,Cake,UNITED KINGDOM,40,240,0
Cake,Cake,UNITED STATES OF AMERICA,40,60,NA
Cake,Cake,UNITED KINGDOM,41,3800,NA
Cake,Cake,FRANCE,40,60,0
Cake,Cake,UNITED KINGDOM,46,80,NA
Cake,Cake,UNITED KINGDOM,48,143,NA
Cake,Cake,UNITED KINGDOM,46,100,0
Cake,Cake,FRANCE,40,13888,NA
Cake,Cake,UNITED KINGDOM,42,1300,NA
Cake,Cake,UNITED STATES OF AMERICA,15,17,NA
Cake,Cake,UNITED KINGDOM,46,100,NA
Cake,Cake,IRELAND,46,90,NA
Cake,Cake,UNITED KINGDOM,44,8000,NA
Cake,Cake,GERMANY,32,35,0
Cake,Cake,ITALY,40,36,NA
Cake,Cake,INDIA,40,31,NA
Cake,Cake,TRINIDAD AND TOBAGO,40,50,1
Cake,Cake,FRANCE,40,47,NA
Cake,Cake,UNITED KINGDOM,43,50,NA
Cake,Cake,FRANCE,40,19,NA
Cake,Cake,GERMANY,40,25,NA
Cake,Cake,CANADA,40,24,NA
Cake,Cake,CANADA,40,55,NA
Cake,Cake,RUSSIA (USSR),40,26,0
Cake,Cake,CANADA,40,55,NA
Cake,Cake,UNITED KINGDOM,43,85,0
Cake,Cake,CANADA,40,36,NA
Cake,Cake,UNITED KINGDOM,40,60,NA
Cake,Cake,CANADA,40,36,NA
Cake,Cake,UNITED KINGDOM,47,282,0
Cake,Cake,GUATEMALA,40,80,NA
Cake,Cake,CANADA,40,55,NA
Cake,Cake,CANADA,40,45,NA
Cake,Cake,CANADA,40,12,NA
Cake,Cake,MEXICO,40,95,NA
Cake,Cake,UNITED KINGDOM,40,83,NA
Cake,Cake,FINLAND,40,13,NA
Cake,Cake,CANADA,40,25,NA
Cake,Cake,FRANCE,40,56,NA
Cake,Cake,FRANCE,40,40,NA
Cake,Cake,SWEDEN,40,26,1
Cake,Cake,FINLAND,40,25,NA
Cake,Cake,UNITED KINGDOM,43,75,NA
Cake,Cake,UNITED STATES OF AMERICA,47,140,NA
Cake,Cake,FINLAND,40,37,NA
Cake,Cake,UNITED STATES OF AMERICA,40,36,NA
Cake,Cake,FRANCE,43,80,NA
Cake,Cake,JAMAICA,40,27,NA
Cake,Cake,CANADA,40,60,NA
Cake,Cake,UNITED KINGDOM,40,80,0
Cake,Cake,NETHERLANDS,24,22,NA
Cake,Cake,UNITED KINGDOM,40,55,NA
Cake,Cake,UNITED KINGDOM,40,27,NA
Cake,Cake,CANADA,40,7,NA
Cake,Cake,CANADA,40,12,NA
Cake,Cake,UNITED STATES OF AMERICA,40,10,NA
Cake,Cake,CROATIA,40,30,NA
Cake,Cake,CANADA,15,26,NA
Cake,Cake,UNITED KINGDOM,40,70,NA
Cake,Cake,UNITED KINGDOM,40,300,NA
Cake,Cake,CANADA,21,20,NA
Cake,Cake,UNITED KINGDOM,46,70,0
Cake,Cake,FRANCE,40,111,0
Cake,Cake,IRELAND,62,50,NA
Cake,Cake,CANADA,40,24,NA
Cake,Cake,UNITED STATES OF AMERICA,45,300,NA
Cake,Cake,UNITED KINGDOM,40,2000,NA
Cake,Cake,UNITED STATES OF AMERICA,13,16,NA
Cake,Cake,CANADA,40,27,NA
Cake,Cake,UNITED KINGDOM,46,90,0
Cake,Cake,UNITED STATES OF AMERICA,40,25,NA
Cake,Cake,UNITED STATES OF AMERICA,43,65,NA
Cake,Cake,GERMANY,35,50,NA
Cake,Cake,CANADA,40,36,NA
Cake,Cake,UNITED STATES OF AMERICA,40,30,0
Cake,Cake,CANADA,33,24,NA
Cake,Cake,CANADA,40,36,NA
Cake,Cake,UNITED STATES OF AMERICA,21,13,NA
Cake,Cake,UNITED KINGDOM,43,120,NA
Cake,Cake,FRANCE,15,28,NA
Cake,Cake,UNITED KINGDOM,47,35,NA
Cake,Cake,CANADA,35,29,NA
Cake,Cake,CANADA,43,26,NA
Cake,Cake,CANADA,40,24,NA
Cake,Cake,UNITED STATES OF AMERICA,15,11,NA
Cake,Cake,UNITED KINGDOM,40,76,NA
Cake,Cake,UNITED KINGDOM,41,46,0
Cake,Cake,CANADA,21,35,NA
Cake,Cake,ST. CROIX,40,40,NA
Cake,Cake,UNITED KINGDOM,46,95,NA
Cake,Cake,UNITED STATES OF AMERICA,35,25,NA
Cake,Cake,UNITED STATES OF AMERICA,64,56,NA
Cake,Cake,UNITED KINGDOM,60,95,NA
Cake,Cake,CANADA,15,29,NA
Cake,Cake,FRANCE,40,66,NA
Cake,Cake,CANADA,40,24,NA
Cake,Cake,CANADA,40,12,NA
Cake,Cake,CHINA,45,61,NA
Cake,Cake,UNITED KINGDOM,40,14,NA
Cake,Cake,CANADA,35,29,0
Cake,Cake,DENMARK,24,30,NA
Cake,Cake,FRANCE,35,50,NA
Cake,Cake,UNITED KINGDOM,48,85,0
Cake,Cake,CANADA,40,55,NA
Cake,Cake,FRANCE,40,192,NA
Cake,Cake,ITALY,39,30,NA
Cake,Cake,IRELAND,40,34,0
Cake,Cake,CANADA,40,36,NA
Cake,Cake,KOREA - SOUTH,20,9,0
Cake,Cake,UNITED KINGDOM,40,55,NA
Cake,Cake,UNITED STATES OF AMERICA,35,28,2
Cake,Cake,CHINA,50,30,NA
Cake,Cake,UNITED STATES OF AMERICA,40,25,NA
Cake,Cake,FRANCE,40,64,NA
Cake,Cake,UNITED STATES OF AMERICA,47,33,NA
Cake,Cake,UNITED STATES OF AMERICA,41,30,NA
Cake,Cake,ITALY,50,50,NA
Cake,Cake,CANADA,40,7,0
Cake,Cake,CANADA,40,24,NA
Cake,Cake,CANADA,40,24,NA
Cake,Cake,FRANCE,40,350,NA
Cake,Cake,BARBADOS,40,29,0
Cake,Cake,FRANCE,40,40,0
Cake,Cake,CANADA,40,55,NA
Cake,Cake,UNITED KINGDOM,40,90,NA
Cake,Cake,MEXICO,35,31,NA
Cake,Cake,GUYANA,40,28,NA
Cake,Cake,LATVIA,40,59,NA
Cake,Cake,MEXICO,40,30,NA
Cake,Cake,CHILE,40,35,NA
Cake,Cake,UNITED STATES OF AMERICA,43,32,0
Cake,Cake,FRANCE,42,255,0
Cake,Cake,GERMANY,25,34,NA
Cake,Cake,MEXICO,40,119,0
Cake,Cake,UNITED KINGDOM,45,29,NA
Cake,Cake,CANADA,40,75,NA
Cake,Cake,FRANCE,40,40,NA
Cake,Cake,UNITED KINGDOM,43,68,NA
Cake,Cake,UNITED KINGDOM,40,85,NA
Cake,Cake,UNITED KINGDOM,43,1200,NA
Cake,Cake,UNITED STATES OF AMERICA,45,250,NA
Cake,Cake,UNITED KINGDOM,50,149,0
Cake,Cake,UNITED KINGDOM,43,95,NA
Cake,Cake,UNITED STATES OF AMERICA,15,20,NA
Cake,Cake,UNITED STATES OF AMERICA,35,19,0
Cake,Cake,UNITED KINGDOM,47,50,0
Cake,Cake,UNITED KINGDOM,46,977,NA
Cake,Cake,UNITED KINGDOM,57,5000,NA
Cake,Cake,UNITED KINGDOM,47,850,NA
Cake,Cake,UNITED KINGDOM,53,160,NA
Cake,Cake,UNITED KINGDOM,43,250,NA
Cake,Cake,UNITED KINGDOM,49,540,0
Cake,Cake,IRELAND,46,299,NA
Cake,Cake,UNITED STATES OF AMERICA,47,55,NA
Cake,Cake,FRANCE,35,14,10
Cake,Cake,UNITED STATES OF AMERICA,35,25,NA
Cake,Cake,FRANCE,68,80,NA
Cake,Cake,CANADA,35,27,NA
Cake,Cake,DOMINICAN REPUBLIC,40,70,NA
Cake,Cake,FINLAND,40,57,NA
Cake,Cake,CANADA,40,24,NA
Cake,Cake,UNITED STATES OF AMERICA,20,27,0
Cake,Cake,UNITED STATES OF AMERICA,20,37,0
Cake,Cake,UNITED KINGDOM,40,54,NA
Cake,Cake,UNITED KINGDOM,57,115,0
Cake,Cake,CANADA,40,24,NA
Cake,Cake,CANADA,40,36,NA
Cake,Cake,INDIA,43,24,0
Cake,Cake,IRELAND,40,50,NA
Cake,Cake,CANADA,40,45,NA
Cake,Cake,FRANCE,40,239,NA
Cake,Cake,JAMAICA,40,27,NA
Cake,Cake,CANADA,40,37,0
Cake,Cake,UNITED KINGDOM,51,630,NA
Cake,Cake,UNITED KINGDOM,40,43,NA
Cake,Cake,UNITED KINGDOM,50,90,NA
Cake,Cake,UNITED KINGDOM,40,13,NA
Cake,Cake,CANADA,45,100,NA
Cake,Cake,MEXICO,40,40,NA
Cake,Cake,CANADA,40,36,NA
Cake,Cake,ITALY,40,32,NA
Cake,Cake,SWEDEN,40,39,0
Cake,Cake,POLAND,40,37,NA
Cake,Cake,CANADA,40,40,NA
Cake,Cake,UNITED KINGDOM,40,30,NA
Cake,Cake,SPAIN,39,28,NA
Cake,Cake,CANADA,40,30,NA
Cake,Cake,CANADA,40,24,NA
Cake,Cake,UNITED KINGDOM,43,80,NA
Cake,Cake,FRANCE,40,62,NA
Cake,Cake,UNITED KINGDOM,46,70,0
Cake,Cake,UNITED STATES OF AMERICA,40,25,NA
Cake,Cake,UNITED KINGDOM,40,28,NA
Cake,Cake,UNITED KINGDOM,40,36,NA
Cake,Cake,PANAMA,54,40,NA
Cake,Cake,MEXICO,35,50,0
Cake,Cake,CANADA,40,58,NA
Cake,Cake,UNITED KINGDOM,40,16,NA
Cake,Cake,FRANCE,40,25,NA
Cake,Cake,CANADA,40,36,NA
Cake,Cake,UNITED KINGDOM,40,26,NA
Cake,Cake,JAMAICA,40,36,NA
Cake,Cake,GUYANA,43,27,NA
Cake,Cake,CANADA,40,12,NA
Cake,Cake,CANADA,40,13,NA
Cake,Cake,UNITED STATES OF AMERICA,35,17,NA
Cake,Cake,CANADA,41,35,NA
Cake,Cake,NETHERLANDS,35,45,2
Cake,Cake,FRANCE,40,29,NA
Cake,Cake,CHINA,53,230,NA
Cake,Cake,UNITED KINGDOM,26,35,NA
Cake,Cake,FRANCE,40,331,NA
Cake,Cake,CHINA,56,17,NA
Cake,Cake,JAMAICA,40,14,NA
Cake,Cake,CANADA,40,55,NA
Cake,Cake,UNITED STATES OF AMERICA,45,50,NA
Cake,Cake,DENMARK,45,40,NA
Cake,Cake,IRELAND,17,27,NA
Cake,Cake,UNITED KINGDOM,40,13,NA
Cake,Cake,CANADA,17,20,NA
Cake,Cake,FRANCE,20,46,NA
Cake,Cake,MEXICO,21,20,NA
Cake,Cake,CUBA,40,39,NA
Cake,Cake,FRANCE,40,50,NA
Cake,Cake,FRANCE,17,42,NA
Cake,Cake,CANADA,40,60,NA
Cake,Cake,FRANCE,40,50,NA
Cake,Cake,ITALY,27,28,NA
Cake,Cake,UNITED KINGDOM,40,280,NA
Cake,Cake,UNITED KINGDOM,43,92,NA
Cake,Cake,UNITED STATES OF AMERICA,40,37,0
Cake,Cake,CANADA,40,45,NA
Cake,Cake,UNITED STATES OF AMERICA,27,33,NA
Cake,Cake,UNITED STATES OF AMERICA,45,37,0
Cake,Cake,UNITED STATES OF AMERICA,40,36,NA
Cake,Cake,UNITED KINGDOM,48,75,NA
Cake,Cake,CANADA,40,36,NA
Cake,Cake,CHINA,52,90,NA
Cake,Cake,RUSSIA (USSR),40,39,0
Cake,Cake,CANADA,40,12,NA
Cake,Cake,CANADA,40,36,NA
Cake,Cake,FRANCE,40,313,0
Cake,Cake,FRANCE,17,46,NA
Cake,Cake,CANADA,40,25,NA
Cake,Cake,FRANCE,40,67,NA
Cake,Cake,CANADA,40,37,NA
Cake,Cake,CANADA,17,27,10
Cake,Cake,MEXICO,40,12,NA
Cake,Cake,UNITED KINGDOM,40,58,NA
Cake,Cake,UNITED KINGDOM,40,75,NA
Cake,Cake,UNITED STATES OF AMERICA,17,40,0
Cake,Cake,UNITED KINGDOM,40,25,NA
Cake,Cake,UNITED STATES OF AMERICA,15,11,0
Cake,Cake,UNITED KINGDOM,49,300,NA
Cake,Cake,CANADA,40,24,NA
Cake,Cake,VIETNAM,25,20,NA
Cake,Cake,UNITED KINGDOM,40,80,0
Cake,Cake,CANADA,43,40,NA
Cake,Cake,MEXICO,40,27,0
Cake,Cake,FRANCE,40,86,NA
Cake,Cake,TRINIDAD AND TOBAGO,40,70,NA
Cake,Cake,CANADA,42,26,NA
Cake,Cake,CANADA,40,100,NA
Cake,Cake,IRELAND,17,29,NA
Cake,Cake,MEXICO,42,70,NA
Cake,Cake,TRINIDAD AND TOBAGO,47,18,NA
Cake,Cake,LATVIA,40,14,0
Cake,Cake,LATVIA,38,25,NA
Cake,Cake,LATVIA,40,26,NA
Cake,Cake,MEXICO,40,95,0
Cake,Cake,MEXICO,40,60,NA
Cake,Cake,CANADA,35,25,NA
Cake,Cake,PERU,41,50,NA
Cake,Cake,UNITED STATES OF AMERICA,20,38,0
Cake,Cake,CANADA,35,30,NA
Cake,Cake,MEXICO,40,33,NA
Cake,Cake,CANADA,35,25,NA
Cake,Cake,CHINA,55,33,NA
Cake,Cake,UNITED STATES OF AMERICA,35,25,NA
Cake,Cake,UNITED STATES OF AMERICA,45,92,NA
Cake,Cake,CHINA,53,1500,NA
Cake,Cake,UNITED KINGDOM,48,2700,NA
Cake,Cake,UNITED STATES OF AMERICA,52,120,NA
Cake,Cake,UNITED STATES OF AMERICA,50,90,NA
Cake,Cake,IRELAND,40,215,0
Cake,Cake,UNITED STATES OF AMERICA,45,140,0
Cake,Cake,FRANCE,35,50,NA
Cake,Cake,UNITED KINGDOM,49,350,0
Cake,Cake,UNITED STATES OF AMERICA,40,20,NA
Cake,Cake,FRANCE,42,3388,NA
Cake,Cake,UNITED KINGDOM,58,350,0
Cake,Cake,CANADA,40,300,NA
Cake,Cake,UNITED KINGDOM,46,99,NA
Cake,Cake,UNITED KINGDOM,43,988,NA
Cake,Cake,UNITED KINGDOM,43,120,NA
Cake,Cake,UNITED STATES OF AMERICA,35,25,NA
Cake,Cake,FRANCE,40,1800,NA
Cake,Cake,UNITED STATES OF AMERICA,45,160,NA
Cake,Cake,FRANCE,43,640,NA
Cake,Cake,FRANCE,40,72,NA
Cake,Cake,UNITED KINGDOM,46,133,NA
Cake,Cake,IRELAND,40,70,NA
Cake,Cake,FRANCE,40,311,NA
Cake,Cake,UNITED KINGDOM,57,175,NA
Cake,Cake,UNITED KINGDOM,57,200,0
Cake,Cake,UNITED KINGDOM,46,94,NA
Cake,Cake,LATVIA,40,60,NA
Cake,Cake,UNITED STATES OF AMERICA,43,35,NA
Cake,Cake,UNITED STATES OF AMERICA,35,35,NA
Cake,Cake,UNITED STATES OF AMERICA,50,90,0
Cake,Cake,FRANCE,15,27,10
Cake,Cake,NETHERLANDS,41,50,NA
Cake,Cake,FRANCE,40,64,NA
Cake,Cake,CUBA,34,54,NA
Cake,Cake,FRANCE,40,90,0
Icecream,Icecream,CANADA,14,31,0
Icecream,Icecream,CANADA,12,33,0
Icecream,Icecream,CANADA,12,30,0
Icecream,Icecream,CANADA,11,34,1
Icecream,Icecream,UNITED STATES OF AMERICA,14,37,0
Icecream,Icecream,FRANCE,11,35,0
Icecream,Icecream,CANADA,13,119,0
Icecream,Icecream,CANADA,12,33,0
Icecream,Icecream,CANADA,12,14,0
Icecream,Icecream,ITALY,13,16,0
Icecream,Icecream,CANADA,14,13,0
Icecream,Icecream,UNITED STATES OF AMERICA,15,50,0
Icecream,Icecream,FRANCE,13,239,0
Icecream,Icecream,ITALY,12,10,0
Icecream,Icecream,SPAIN,17,18,3
Icecream,Icecream,ITALY,15,95,0
Icecream,Icecream,FRANCE,13,70,0
Icecream,Icecream,CANADA,13,15,1
Icecream,Icecream,GERMANY,11,10,3
Icecream,Icecream,FRANCE,13,1800,0
Icecream,Icecream,PORTUGAL,20,40,10
Icecream,Icecream,ARGENTINA,14,15,0
Icecream,Icecream,UNITED STATES OF AMERICA,13,17,0
Icecream,Icecream,FRANCE,13,24,1
Icecream,Icecream,ISRAEL,14,19,0
Icecream,Icecream,CANADA,12,9,0
Icecream,Icecream,AUSTRALIA,14,12,0
Icecream,Icecream,GERMANY,10,27,1
Icecream,Icecream,UNITED STATES OF AMERICA,15,46,0
Icecream,Icecream,AUSTRALIA,13,10,0
Icecream,Icecream,SOUTH AFRICA,14,30,0
Icecream,Icecream,UNITED STATES OF AMERICA,15,11,NA
Icecream,Icecream,FRANCE,14,35,1
Icecream,Icecream,FRANCE,13,1800,0
Icecream,Icecream,PORTUGAL,21,260,10
Icecream,Icecream,FRANCE,13,158,0
Icecream,Icecream,CHILE,13,16,0
Icecream,Icecream,FRANCE,14,13,0
Icecream,Icecream,FRANCE,14,367,0
Icecream,Icecream,PORTUGAL,12,12,1
Icecream,Icecream,ITALY,13,30,0
Icecream,Icecream,FRANCE,13,26,0
Icecream,Icecream,FRANCE,14,40,0
